userId,regTime,testVariant,primaryAccount,regPage,device,app,browser,browserVersion,screenHeight,screenWidth,authMethod,locationStep,addedCity,locationCountry,addedGuestCount,addedBudget,invitedCollaborator,addedNames,finOnb,searchCTA,venEnq,venSearch,venViews,sessions
486,1612100000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,3
487,1612130000000,0,TRUE,/,Android,TRUE,Chrome,77,780,360,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
488,1613070000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,google.com,completed,1,Sicily,FALSE,FALSE,TRUE,TRUE,1,0,0,0,0,2
489,1612810000000,0,TRUE,/,iPad,TRUE,Mobile Safari,,1024,768,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
490,1612120000000,1,TRUE,/,Android,TRUE,Chrome,77,740,360,password,skipped,0,,FALSE,TRUE,FALSE,TRUE,1,0,1,18,25,5
491,1612300000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
492,1612450000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,6
493,1612780000000,0,TRUE,/,Android,TRUE,Chrome,77,786,393,google.com,completed,0,Wales,TRUE,TRUE,TRUE,TRUE,1,1,4,26,35,4
494,1612820000000,0,TRUE,/,Android,TRUE,Chrome,77,740,360,password,completed,0,,TRUE,FALSE,FALSE,TRUE,1,1,0,13,13,3
495,1611960000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,skipped,0,,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,1
496,1612050000000,0,TRUE,/,Android,TRUE,Chrome,77,869,412,google.com,completed,1,England,TRUE,FALSE,TRUE,TRUE,1,1,4,3,1,2
497,1612120000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,2
498,1612340000000,2,TRUE,/,Android,TRUE,Chrome,77,640,360,password,completed,0,,FALSE,TRUE,FALSE,TRUE,1,0,0,0,0,2
499,1612650000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,0,,FALSE,FALSE,TRUE,TRUE,1,1,3,6,2,1
500,1612880000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,FALSE,FALSE,FALSE,TRUE,1,1,4,5,2,8
501,1612260000000,0,TRUE,/,Android,TRUE,Chrome,76,740,360,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,1,1,8,6,3
502,1612380000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,7
503,1612600000000,0,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,6
504,1612630000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,1
505,1612870000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,10,44,42,11
506,1612920000000,1,TRUE,/,Android,TRUE,Chrome,77,780,360,facebook.com,skipped,0,,TRUE,TRUE,TRUE,TRUE,1,1,0,4,0,1
507,1611950000000,0,TRUE,/,Android,TRUE,Chrome,77,760,360,facebook.com,completed,1,England,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,9
508,1611950000000,0,TRUE,/,Android,TRUE,Chrome,76,869,412,facebook.com,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,1
509,1612210000000,0,TRUE,/,Android,TRUE,Chrome,76,846,412,google.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,1
510,1612260000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,FALSE,FALSE,FALSE,TRUE,1,0,5,12,19,24
511,1612340000000,1,TRUE,/,Android,TRUE,Chrome,76,732,412,password,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,3
512,1612720000000,2,TRUE,/,Android,TRUE,Chrome,77,768,1024,password,completed,0,,FALSE,FALSE,FALSE,TRUE,1,1,0,2,1,2
513,1612730000000,1,FALSE,/,iPhone,TRUE,Mobile Safari,,896,414,password,skipped,0,,FALSE,FALSE,FALSE,TRUE,1,1,0,5,4,2
514,1612820000000,0,TRUE,/,iPad,TRUE,Mobile Safari,,1112,834,password,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,0,2,1,2
515,1612270000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,1,0,12,24,3
516,1612560000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,0,0,3
517,1612910000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,TRUE,FALSE,TRUE,TRUE,1,1,0,2,1,3
518,1613080000000,1,TRUE,/,Android,TRUE,Chrome,77,780,360,password,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,0,0,1
519,1611960000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,google.com,completed,0,England,TRUE,FALSE,TRUE,TRUE,1,1,0,17,16,24
520,1612040000000,0,TRUE,/,iPad,TRUE,Mobile Safari,,1024,768,google.com,completed,0,,FALSE,FALSE,FALSE,TRUE,1,1,1,9,7,2
521,1612220000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,google.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,8,5,4,3
522,1612260000000,0,TRUE,/,Android,TRUE,Chrome,77,640,360,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,2,0,1
523,1612360000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,4
524,1612390000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,568,320,facebook.com,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,1,2,4,3,2
525,1612440000000,1,TRUE,/,Android,TRUE,Chrome,76,846,412,facebook.com,skipped,0,,FALSE,FALSE,FALSE,TRUE,1,1,6,3,1,4
526,1612460000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,2,2,1
527,1612550000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,0,3,5,5
528,1612630000000,0,TRUE,/,Android,TRUE,Chrome,77,740,360,google.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,1
529,1612640000000,2,TRUE,/,Android,TRUE,Chrome,77,640,360,facebook.com,completed,1,England,FALSE,TRUE,TRUE,TRUE,1,0,0,2,1,1
530,1612310000000,2,TRUE,/,Android,TRUE,Chrome,77,869,412,google.com,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,1,0,18,26,3
531,1612620000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,FALSE,FALSE,FALSE,TRUE,1,1,0,21,23,13
532,1612710000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,1,0,3,0,1
533,1612980000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,2,1,1
534,1612040000000,0,TRUE,/,Android,TRUE,Chrome,77,780,360,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,1
535,1612530000000,2,TRUE,/,Android,TRUE,Chrome,77,780,360,google.com,completed,1,England,FALSE,TRUE,FALSE,TRUE,1,1,0,26,26,9
536,1612600000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,0,0,2,1,3
537,1612870000000,0,TRUE,/,Android,TRUE,Chrome,77,732,412,password,completed,0,,FALSE,TRUE,FALSE,TRUE,1,1,0,4,3,4
538,1612890000000,0,TRUE,/,Android,TRUE,Chrome,77,846,412,facebook.com,completed,0,,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,2
539,1613060000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,0,0,1
540,1612020000000,1,TRUE,/,Android,TRUE,Chrome,76,740,360,facebook.com,completed,0,England,FALSE,FALSE,TRUE,TRUE,1,1,0,6,7,6
541,1612110000000,0,TRUE,/,Android,TRUE,Chrome,77,747,360,google.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,0,0,3,1,1
542,1612470000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,0,12,23,4
543,1611950000000,0,TRUE,/,Android,TRUE,Chrome,76,740,360,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,1,4,1,1
544,1612390000000,0,TRUE,/,Android,TRUE,Chrome,76,640,360,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,1
545,1612620000000,1,TRUE,/,Android,TRUE,Chrome,77,640,360,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,3
546,1612840000000,1,TRUE,/,Android,TRUE,Chrome,77,1280,800,google.com,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,2
547,1613040000000,1,TRUE,/,iPad,TRUE,Mobile Safari,,1024,768,password,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,0,1,0,1
548,1613070000000,1,TRUE,/home,iPad,TRUE,Mobile Safari,,1024,768,password,completed,1,England,FALSE,FALSE,TRUE,TRUE,1,1,1,8,6,1
549,1612550000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
550,1613080000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,skipped,1,England,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,1
551,1611950000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,8
552,1612370000000,0,TRUE,/,Android,TRUE,Chrome,77,747,360,facebook.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,0,5,2,3
553,1612820000000,0,TRUE,/,Android,TRUE,Chrome,77,892,412,google.com,completed,0,,FALSE,FALSE,FALSE,TRUE,1,1,0,2,0,1
554,1612860000000,0,TRUE,/,Android,TRUE,Chrome,77,747,360,password,completed,0,,FALSE,FALSE,TRUE,TRUE,1,1,9,6,16,11
555,1612130000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,0,0,2
556,1612360000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,1,England,TRUE,FALSE,TRUE,TRUE,1,1,6,15,14,6
557,1612640000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,2
558,1613000000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,1
559,1611950000000,0,TRUE,/,Android,TRUE,Chrome,76,780,360,facebook.com,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,1,0,16,16,5
560,1612380000000,2,TRUE,/,Android,TRUE,Chrome,76,846,412,google.com,completed,1,England,TRUE,FALSE,TRUE,TRUE,1,1,8,11,5,7
561,1612560000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,23,24,6
562,1612610000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,google.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,7,8,8,3
563,1612950000000,0,TRUE,/,Android,TRUE,Chrome,77,1019,471,facebook.com,completed,0,,FALSE,FALSE,TRUE,TRUE,1,0,0,0,0,1
564,1612350000000,0,TRUE,/,Android,TRUE,Chrome,77,747,360,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,1,0,2,1,1
565,1612370000000,1,TRUE,/,Android,TRUE,Chrome,76,780,360,google.com,completed,1,England,TRUE,FALSE,TRUE,TRUE,1,1,1,11,6,3
566,1612630000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,0,,FALSE,FALSE,FALSE,TRUE,1,1,12,2,0,2
567,1613030000000,0,TRUE,/,Android,TRUE,Chrome,77,846,412,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,1,6,4,2
568,1612080000000,0,TRUE,/,Android,TRUE,Chrome,77,748,360,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,3
569,1612120000000,1,TRUE,/,Android,TRUE,Chrome,77,780,360,google.com,completed,0,,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,1
570,1612390000000,0,TRUE,/,iPad,TRUE,Mobile Safari,,1366,1024,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,1,24,56,59,6
571,1612810000000,1,TRUE,/,Android,TRUE,Chrome,77,869,412,google.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
572,1612940000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
573,1612990000000,0,TRUE,/,Android,TRUE,Chrome,77,869,412,google.com,completed,1,England,FALSE,TRUE,FALSE,TRUE,1,1,0,5,5,1
574,1613030000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,1,5,37,35,3
575,1613080000000,1,TRUE,/,Android,TRUE,Chrome,77,846,412,facebook.com,skipped,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1
576,1612390000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,0,,FALSE,TRUE,TRUE,TRUE,1,0,0,20,14,6
577,1612120000000,2,TRUE,/,Android,TRUE,Chrome,76,640,360,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,1
578,1612370000000,2,TRUE,/,Android,TRUE,Chrome,77,869,412,google.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
579,1612390000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,facebook.com,completed,1,England,FALSE,FALSE,TRUE,TRUE,1,1,0,23,18,4
580,1612600000000,1,TRUE,/,Android,TRUE,Chrome,77,918,424,google.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,1
581,1612650000000,2,FALSE,/,iPhone,TRUE,Mobile Safari,,667,375,google.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,0,1,35,30,4
582,1612720000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,6,10,11,3
583,1611940000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,1,England,FALSE,FALSE,TRUE,TRUE,1,1,0,1,2,3
584,1612270000000,0,TRUE,/,Android,TRUE,Chrome,77,740,360,google.com,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,0,0,2
585,1612390000000,0,TRUE,/,Android,TRUE,Chrome,76,740,360,facebook.com,completed,0,,FALSE,TRUE,TRUE,TRUE,1,0,0,0,0,1
586,1612560000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,FALSE,TRUE,TRUE,TRUE,1,1,0,13,15,5
587,1612990000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,skipped,0,,FALSE,FALSE,FALSE,FALSE,1,1,0,2,0,1
588,1611910000000,1,TRUE,/,Android,TRUE,Chrome,76,676,320,google.com,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,1,0,3,0,16
589,1612100000000,0,TRUE,/,Android,TRUE,Chrome,76,869,412,password,skipped,0,,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,1
590,1612430000000,1,TRUE,/,Android,TRUE,Chrome,77,748,360,google.com,skipped,0,,FALSE,FALSE,FALSE,FALSE,1,0,0,4,2,16
591,1612530000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,2
592,1612540000000,1,TRUE,/,Android,TRUE,Chrome,77,720,360,google.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,7
593,1612970000000,1,TRUE,/,iPad,TRUE,Mobile Safari,,1366,1024,password,skipped,0,,FALSE,FALSE,FALSE,TRUE,0,0,1,1,1,2
594,1612370000000,0,TRUE,/,Android,TRUE,Chrome,77,664,320,facebook.com,completed,1,Scotland,TRUE,TRUE,FALSE,TRUE,1,1,0,9,4,2
595,1612210000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,1,England,FALSE,FALSE,FALSE,TRUE,1,1,0,21,33,6
596,1612310000000,0,TRUE,/,Android,TRUE,Chrome,76,918,424,google.com,completed,0,,TRUE,FALSE,FALSE,TRUE,1,1,0,18,9,1
597,1612470000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,568,320,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,1,1,1
598,1612920000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,Lisbon,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
599,1611950000000,0,TRUE,/,Android,TRUE,Chrome,77,786,393,password,notSeen,0,,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,2
600,1612200000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,google.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,1
601,1612370000000,0,TRUE,/,Android,TRUE,Chrome,76,846,412,facebook.com,completed,1,Scotland,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,1
602,1612820000000,0,TRUE,/,Android,TRUE,Chrome,77,892,412,facebook.com,completed,0,,FALSE,TRUE,TRUE,TRUE,1,1,1,23,19,1
603,1612910000000,1,TRUE,/,Android,TRUE,Chrome,77,869,412,facebook.com,notSeen,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1
604,1612910000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,1,England,FALSE,TRUE,FALSE,TRUE,1,1,0,2,1,1
605,1612050000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,3
606,1612080000000,0,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,2
607,1612310000000,0,TRUE,/,Android,TRUE,Chrome,76,869,412,facebook.com,skipped,0,,FALSE,FALSE,FALSE,FALSE,1,0,0,0,4,6
608,1612470000000,0,TRUE,/,Android,TRUE,Chrome,76,740,360,password,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,1
609,1612590000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,FALSE,TRUE,TRUE,TRUE,1,0,0,1,0,4
610,1612130000000,2,TRUE,/,Android,TRUE,Chrome,76,846,412,password,completed,0,,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,1
611,1612370000000,0,TRUE,/,Android,TRUE,Chrome,76,740,360,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,12
612,1612380000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,1,0,2,1,3
613,1612380000000,0,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,0,,FALSE,FALSE,FALSE,TRUE,1,0,0,1,0,2
614,1612390000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,0,England,TRUE,TRUE,FALSE,TRUE,1,1,12,23,29,4
615,1612530000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,2,4,3,12
616,1612260000000,2,TRUE,/,Android,TRUE,Chrome,76,740,360,google.com,completed,0,,FALSE,TRUE,TRUE,TRUE,1,1,1,10,4,2
617,1612450000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,google.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,0,9,6,6
618,1612560000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,0,1,0,3
619,1612810000000,0,TRUE,/,Android,TRUE,Chrome,77,786,393,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,4,20,18,1
620,1612950000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,1,England,FALSE,FALSE,TRUE,TRUE,1,1,0,2,1,3
621,1612000000000,0,TRUE,/,Android,TRUE,Chrome,77,740,360,google.com,completed,0,,FALSE,FALSE,TRUE,TRUE,1,1,0,10,15,10
622,1612230000000,0,TRUE,/,Android,TRUE,Chrome,77,640,360,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,1,0,1
623,1612290000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,0,,FALSE,TRUE,FALSE,TRUE,1,1,0,2,1,1
624,1612450000000,2,TRUE,/,Android,TRUE,Chrome,77,640,360,facebook.com,completed,1,England,TRUE,FALSE,TRUE,TRUE,1,1,4,8,4,2
625,1612740000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,0,0,0,1,2
626,1612910000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,1
627,1612010000000,0,TRUE,/,Android,TRUE,Chrome,77,846,412,facebook.com,completed,0,,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,4
628,1612650000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,1,0,1
629,1612010000000,0,TRUE,/,Android,TRUE,Chrome,77,747,360,google.com,completed,0,Scotland,TRUE,TRUE,FALSE,TRUE,1,1,0,1,0,1
630,1612130000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,5
631,1612350000000,0,TRUE,/,Android,TRUE,Chrome,76,732,412,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,2
632,1612390000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,1,0,2
633,1612550000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,1,England,FALSE,FALSE,FALSE,TRUE,1,1,0,6,3,2
634,1612650000000,0,TRUE,/,Android,TRUE,Chrome,77,915,412,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,1,0,2,0,2
635,1612960000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
636,1612970000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,0,5,21,31,3
637,1611950000000,0,TRUE,/,Android,TRUE,Chrome,76,740,360,facebook.com,seen,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1
638,1612270000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,2
639,1612350000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,google.com,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,1
640,1612380000000,0,TRUE,/,Android,TRUE,Chrome,77,640,360,password,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,1,0,3
641,1612700000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,FALSE,FALSE,TRUE,TRUE,1,1,0,5,3,3
642,1612980000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,1,England,FALSE,FALSE,TRUE,TRUE,1,1,0,4,0,1
643,1613040000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,google.com,skipped,0,,FALSE,FALSE,FALSE,TRUE,1,1,0,1,2,2
644,1612000000000,0,TRUE,/,Android,TRUE,Chrome,76,780,360,facebook.com,completed,0,,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,1
645,1612050000000,0,TRUE,/,Android,TRUE,Chrome,77,694,320,google.com,completed,1,Scotland,TRUE,TRUE,TRUE,TRUE,1,1,0,3,2,5
646,1612060000000,0,TRUE,/,Android,TRUE,Chrome,77,640,360,google.com,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,0,0,3,0,11
647,1612190000000,0,TRUE,/,Android,TRUE,Chrome,76,640,360,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,1,0,2,0,1
648,1612270000000,2,TRUE,/,Android,TRUE,Chrome,76,640,360,facebook.com,completed,1,Wales,TRUE,TRUE,TRUE,TRUE,1,1,0,1,0,1
649,1612350000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,4,6,2
650,1612390000000,0,TRUE,/,Android,TRUE,Chrome,76,720,360,google.com,completed,1,England,TRUE,FALSE,TRUE,TRUE,1,1,1,13,11,3
651,1612540000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,1,11,10,5
652,1612820000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,568,320,facebook.com,completed,0,,TRUE,FALSE,FALSE,TRUE,1,1,0,4,0,1
653,1612850000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,skipped,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,2
654,1612910000000,2,TRUE,/,Android,TRUE,Chrome,77,640,360,facebook.com,completed,1,England,FALSE,FALSE,TRUE,TRUE,1,1,0,2,0,4
655,1612910000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,568,320,password,completed,0,,FALSE,TRUE,FALSE,TRUE,1,1,0,27,28,3
656,1612950000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,0,,FALSE,TRUE,FALSE,TRUE,1,1,1,19,17,2
657,1612030000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,5,1,13
